"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105"
"165",297,"kyliereroth@gmail.com","9/7/2025","ILM","BU","486","SonyHX90V",2710,44.88425,-73.3284,0,"",1.88,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,51,13,9,34,6.04,"",0,2024,"Alive","",80,"Y","N",10,0,40,"","",NA,"0","0","0","upland","red cedar, white cedar, dogwood","None apparent","",2721,"collected by catherine","Y",NA,"red cedar","white cedar","dogwood","","","","","",NA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"166",298,"kyliereroth@gmail.com","9/7/2025","ILM","BU","490","SonyHX90V",2699,44.88418,-73.3283,10,"E",2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,14,78,94,47,12.16,"",0,2024,"Alive","",85,"Y","Y",40,15,40,"","",NA,"Unsure","0","0","riparian","white cedar, ash, red cedar, dogwood, malus","None apparent","",2709,"collected by catherine","Y",NA,"white cedar","ash","red cedar","dogwood","malus","","","",NA,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"167",299,"kyliereroth@gmail.com","9/7/2025","ILM","BU","493","SonyHX90V",2690,44.884064,-73.328089,0,"",1.03,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,15,16,87,96,4.33,"",0,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"","","","riparian","white cedar, red cedar, ash","None apparent","",2698,"","N",NA,"white cedar","red cedar","ash","","","","","",NA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"168",301,"kyliereroth@gmail.com","9/5/2025","ILM","BU","495","SonyHX90V",2163,44.88404,-73.3281,0,"",1.52,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,6,12,89,3,7.81,"",0,2024,"Alive","",10,"Y","Y",5,2,15,"","",NA,"0","0","0","upland","red cedar, sumac, maple, butternut, aspen, buckthorn, ash","Vines on the tree","",2171,"collected by kylie","Y",NA,"red cedar","sumac","maple","butternut","poplar","buckthorn","ash","",NA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"",""
"169",302,"kyliereroth@gmail.com","9/5/2025","ILM","BU","497","SonyHX90V",1914,44.88515,-73.3286,0,"",1.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,29,10,17,43,13.64,"",0,2022,"Alive","",80,"Y","Y",35,10,85,"","",NA,"0","0","0","upland","red cedar, ash, buckthorn, honeysuckle, dogwood","None apparent","",1921,"collected by kylie","Y",NA,"red cedar","ash","buckthorn","honeysuckle","dogwood","","","",NA,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"170",324,"kyliereroth@gmail.com","9/5/2025","ILM","BU","500","SonyHX90V",1943,44.88508,-73.3286,0,"",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,24,8,31,82,7.63,"",0,2024,"Alive","",15,"Y","N",25,5,15,"","",NA,"0","0","0","upland","ash, red cedar, buckthorn","None apparent","",1950,"Collected by kylie","Y",NA,"ash","red cedar","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"171",325,"kyliereroth@gmail.com","9/5/2025","ILM","BU","501","SonyHX90V",1933,44.88509,-73.3288,0,"",1.54,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,91,94,96,7.26,"",0,2024,"Alive","",10,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, red cedar, honeysuckle","None apparent","",1942,"collected by kylie","Y",NA,"ash","red cedar","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"172",326,"kyliereroth@gmail.com","9/5/2025","ILM","BU","504","SonyHX90V",1951,44.88499,-73.3287,0,"",1.65,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,79,78,94,95,5.99,"",1,2024,"Alive","",85,"N","",NA,NA,NA,"","",NA,"0","Unsure","0","upland","buckthorn, honeysuckle, red cedar","None apparent","",1958,"collected by kylie","Y",NA,"buckthorn","honeysuckle","red cedar","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"173",327,"kyliereroth@gmail.com","9/5/2025","ILM","BU","505","SonyHX90V",1959,44.88494,-73.3287,0,"",1.24,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,86,74,50,75,6.24,"",0,2024,"Alive","",50,"Y","N",0,2,10,"","",NA,"0","0","0","upland","ash, honeysuckle, buckthorn, red cedar","None apparent","",1968,"collected by kylie","Y",NA,"ash","honeysuckle","buckthorn","red cedar","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"174",328,"kyliereroth@gmail.com","9/5/2025","ILM","BU","507","SonyHX90V",1922,44.88511,-73.3287,0,"",1.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,94,94,96,7.48,"",0,2023,"Alive","",0,"Y","N",60,15,65,"","",NA,"Unsure","0","0","upland","red cedar, elderberry, honeysuckle","Nearby grasses or forbs","",1925,"no leaves left by the time we saw it. collected by kylie","Y",NA,"red cedar","elderberry","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"175",329,"kyliereroth@gmail.com","9/5/2025","ILM","BU","508","SonyHX90V",1926,44.88511,-73.3288,1,"NE",1.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,94,93,85,94,6.45,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, ash","None apparent","",1932,"collected by kylie","Y",NA,"red cedar","honeysuckle","ash","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"176",330,"kyliereroth@gmail.com","9/5/2025","ILM","BU","512","SonyHX90V",2016,44.88514,-73.3289,0,"",1.44,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,95,91,53,7.53,"",0,2024,"Alive","",0,"Y","N",50,10,70,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle, ash","Nearby grasses or forbs","",2022,"collected by kylie","Y",NA,"red cedar","buckthorn","honeysuckle","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"177",331,"kyliereroth@gmail.com","9/5/2025","ILM","BU","513","SonyHX90V",2009,44.88516,-73.3289,0,"",1.57,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,94,96,94,90,7.12,"",0,2024,"Alive","",0,"Y","N",5,2,10,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn, ash","Nearby grasses or forbs","",2015,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"178",332,"kyliereroth@gmail.com","9/5/2025","ILM","BU","514","SonyHX90V",1976,44.88521,-73.3287,0,"",3.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,26,50,83,56,12.06,"",0,2022,"Alive","",5,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle, ash","None apparent","",1981,"collected by kylie","Y",NA,"red cedar","buckthorn","honeysuckle","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"179",333,"kyliereroth@gmail.com","9/5/2025","ILM","BU","516","SonyHX90V",1969,44.88522,-73.3287,0,"",1.76,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,78,55,68,81,7.04,"",1,2024,"Alive","",70,"N","",NA,NA,NA,"","",NA,"0","Unsure","0","upland","red cedar, ash, buckthorn, honeysuckle","None apparent","",1975,"collected by kylie","Y",NA,"red cedar","ash","buckthorn","honeysuckle","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"180",334,"kyliereroth@gmail.com","9/5/2025","ILM","BU","520","SonyHX90V",1990,44.88526,-73.3287,0,"",1.48,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,81,86,67,90,8.83,"",0,2022,"Alive","",0,"Y","Y",50,5,50,"","",NA,"0","0","0","upland","ash, elm, red cedar, honeysuckle, buckthorn","None apparent","",1995,"collected by kylie","Y",NA,"ash","elm","red cedar","honeysuckle","buckthorn","","","",NA,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"181",335,"kyliereroth@gmail.com","9/5/2025","ILM","BU","521","SonyHX90V",1996,44.88527,-73.3286,0,"",1.86,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,77,75,37,25,9.26,"",0,2023,"Alive","",15,"Y","N",10,2,30,"","",NA,"Unsure","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2002,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"182",336,"kyliereroth@gmail.com","9/5/2025","ILM","BU","523","SonyHX90V",1982,44.88526,-73.3287,0,"",1.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,18,34,85,50,7.37,"",0,2024,"Alive","",10,"Y","N",0,5,20,"","",NA,"0","0","0","upland","honeysuckle, red cedar, buckthorn, elm, ash","None apparent","",1989,"collected by kylie","Y",NA,"honeysuckle","red cedar","buckthorn","elm","ash","","","",NA,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"183",337,"kyliereroth@gmail.com","9/5/2025","ILM","BU","525","SonyHX90V",2003,44.88531,-73.3288,0,"",1.43,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,5,3,44,24,6.74,"",1,2023,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","honeysuckle, buckthorn, red cedar, elm","None apparent","",2008,"collected by kylie","Y",NA,"honeysuckle","buckthorn","red cedar","elm","","","","",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"184",338,"kyliereroth@gmail.com","9/5/2025","ILM","BU","529","SonyHX90V",2023,44.88512,-73.3289,0,"",1.06,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,90,95,85,6.24,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2028,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"185",339,"kyliereroth@gmail.com","9/5/2025","ILM","BU","530","SonyHX90V",2029,44.88516,-73.329,0,"",0.75,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,68,50,73,35,5.06,"",1,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","honeysuckle, red cedar, buckthorn","None apparent","",2033,"collected by kylie","Y",NA,"honeysuckle","red cedar","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"186",340,"kyliereroth@gmail.com","9/5/2025","ILM","BU","534","SonyHX90V",2034,44.88525,-73.3291,0,"",1.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,5,2,18,36,5.49,"",0,2023,"Alive","",0,"Y","N",0,1,15,"","",NA,"0","0","0","upland","buckthorn, honeysuckle, red cedar ","None apparent","",2041,"collected by kylie","Y",NA,"buckthorn","honeysuckle","red cedar","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"187",341,"kyliereroth@gmail.com","9/5/2025","ILM","BU","535","SonyHX90V",2043,44.88518,-73.3291,0,"",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,34,63,82,79,9.04,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2049,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"188",342,"kyliereroth@gmail.com","9/5/2025","ILM","BU","541","SonyHX90V",2058,44.88499,-73.3292,0,"",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,92,86,58,74,6.57,"",0,2024,"Alive","",10,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2065,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"189",343,"kyliereroth@gmail.com","9/5/2025","ILM","BU","542","SonyHX90V",2066,44.88494,-73.3291,0,"",1.35,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,13,10,6,10,7.45,"",0,2024,"Alive","",0,"Y","N",25,0,45,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn, ash","None apparent","",2072,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"190",344,"kyliereroth@gmail.com","9/5/2025","ILM","BU","544","SonyHX90V",2073,44.88489,-73.3293,0,"",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,34,82,94,52,8.27,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","buckthorn, red cedar, honeysuckle, ash","Nearby shrubs","",2080,"collected by kylie ","Y",NA,"buckthorn","red cedar","honeysuckle","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"191",345,"kyliereroth@gmail.com","9/5/2025","ILM","BU","545","SonyHX90V",2151,44.88502,-73.3293,0,"",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,13,28,26,28,7.65,"",0,2024,"Alive","",20,"Y","Y",20,5,25,"","",NA,"0","0","0","upland","honeysuckle, buckthorn, red cedar","None apparent","",2160,"collected by kylie","Y",NA,"honeysuckle","buckthorn","red cedar","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"192",346,"kyliereroth@gmail.com","9/5/2025","ILM","BU","546","SonyHX90V",2096,44.8848,-73.3291,0,"",1.15,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,50,43,25,11,6.19,"",0,2024,"Alive","",0,"Y","N",5,2,5,"","",NA,"0","0","0","upland","red cedar, honeysuckle, bukcthorn, ash","None apparent","",2102,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"193",361,"kyliereroth@gmail.com","9/5/2025","ILM","BU","547","SonyHX90V",2088,44.88481,-73.3292,0,"",1.48,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,62,34,70,6.34,"",0,2025,"Alive","",0,"Y","N",0,10,40,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn, ash","None apparent","",2095,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"194",362,"kyliereroth@gmail.com","9/5/2025","ILM","BU","548","SonyHX90V",2081,44.88485,-73.3294,0,"",1.07,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,52,32,60,5.86,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2087,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"195",363,"kyliereroth@gmail.com","9/5/2025","ILM","BU","550","SonyHX90V",2143,44.8847,-73.3294,0,"",1.37,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,12,10,15,10,6.19,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","ash, red cedar, buckthorn","None apparent","",2150,"collected by kylie","Y",NA,"ash","red cedar","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"196",364,"kyliereroth@gmail.com","9/5/2025","ILM","BU","554","SonyHX90V",2103,44.88499,-73.3289,0,"",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,91,76,93,94,4.39,"",1,2023,"Alive","",0,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","red cedar, buckthorn, honeysuckle","None apparent","",2111,"has second living stem","Y",NA,"red cedar","buckthorn","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"197",365,"kyliereroth@gmail.com","9/5/2025","ILM","BU","555","SonyHX90V",2112,44.88501,-73.3289,0,"",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,95,96,96,7.07,"",1,2023,"Alive","",0,"Y","N",20,0,50,"","",NA,"Unsure","0","0","upland","honeysuckle, red cedar, buckthorn","None apparent","",2122,"collected by kylie","Y",NA,"honeysuckle","red cedar","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"198",366,"kyliereroth@gmail.com","9/5/2025","ILM","BU","557","SonyHX90V",2132,44.88502,-73.3289,0,"",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,24,8,7,8,7.42,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2136,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"199",367,"kyliereroth@gmail.com","9/5/2025","ILM","BU","558","SonyHX90V",2123,44.88502,-73.3289,0,"",1.75,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,24,8,7,8,10.12,"",0,2024,"Alive","",0,"Y","N",60,0,65,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2131,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"200",368,"kyliereroth@gmail.com","9/5/2025","ILM","BU","559","SonyHX90V",2137,44.88499,-73.3292,0,"",1.79,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,80,23,81,74,8.11,"",2,2023,"Alive","",0,"Y","N",0,5,55,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn, ash","None apparent","",2142,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","ash","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"201",369,"kyliereroth@gmail.com","9/5/2025","ILM","BU","561","SonyHX90V",2172,44.88376,-73.3322,3,"N",0.71,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,87,94,5.18,"",0,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"","","","upland","red cedar, oak, ash, maple, buckthorn, lilac ","None apparent","",2176,"collected by kylie","N",NA,"red cedar","oak","ash","maple","buckthorn","lilac","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"",""
"202",370,"kyliereroth@gmail.com","9/5/2025","ILM","BU","563","SonyHX90V",2198,44.8837,-73.3323,2,"N",1.13,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,4,2,2,6,5.97,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2202,"collected by kylie","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"203",371,"kyliereroth@gmail.com","9/5/2025","ILM","BU","567","SonyHX90V",2235,44.88379,-73.3328,1,"N",5.5,"Adult",0.9,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","Y","Yes",50,NA,5,70,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, ash, lilac, elm, maple","Other","red cedar",2243,"collected by kylie","Y",NA,"red cedar","ash","lilac","elm","maple","","","",NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",""
"204",372,"kyliereroth@gmail.com","9/5/2025","ILM","BU","570","SonyHX90V",2244,44.88387,-73.3329,0,"",1.48,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,7,3,34,30,10.21,"",0,2022,"Alive","",90,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, ash, buckthorn","None apparent","",2256,"collected by kylie","Y",NA,"red cedar","ash","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"205",373,"kyliereroth@gmail.com","9/5/2025","ILM","BU","572","SonyHX90V",2257,44.88386,-73.3329,0,"",2.54,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,0,4,6,0,12.28,"",0,2023,"Alive","",100,"Y","N",15,0,20,"","",NA,"0","0","0","upland","red cedar, ash, buckthorn","None apparent","",2264,"collected by kylie","Y",NA,"red cedar","ash","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"206",374,"kyliereroth@gmail.com","9/5/2025","ILM","BU","573","SonyHX90V",2227,44.88371,-73.3328,1,"N",2.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,91,26,87,16.29,"",0,2023,"Alive","",95,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","lilac, red cedar, elm, maple, ash","None apparent","",2234,"collected by kylie","Y",NA,"lilac","red cedar","elm","maple","ash","","","",NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",""
"207",375,"kyliereroth@gmail.com","9/5/2025","ILM","BU","575","SonyHX90V",2327,44.88372,-73.3335,0,"",2.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,6,0,10,48,10.94,"",0,2024,"Alive","",95,"Y","N",10,0,20,"","",NA,"0","0","0","upland","maple, buckthorn, honeysuckle, ash, red cedar","None apparent","",2334,"collected by kylie","Y",NA,"maple","buckthorn","honeysuckle","ash","red cedar","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
